#Tabulated potential
r,f(r)
13.358500000000001,0.9986847322874738
13.3595,0.9986781648663482
13.3605,0.9986716037503631
13.3615,0.9986650489241551
13.3625,0.9986585003723585
13.3635,0.9986519580796079
13.3645,0.9986454220305349
13.3655,0.9986388922097706
13.3665,0.9986323686019453
13.3675,0.9986258511916873
13.368500000000001,0.9986193399636241
13.3695,0.998612834902382
13.3705,0.9986063359925863
13.371500000000001,0.9985998432188611
13.3725,0.9985933565658301
13.3735,0.9985868760181154
13.374500000000001,0.9985804015603378
13.3755,0.9985739331771182
13.3765,0.9985674708530764
13.3775,0.9985610145728308
13.3785,0.9985545643209998
13.3795,0.9985481200822004
13.3805,0.9985416818410493
13.3815,0.9985352495821627
13.3825,0.9985288232901556
13.3835,0.9985224029496429
13.384500000000001,0.9985159885452387
13.3855,0.998509580061557
13.3865,0.9985031774832109
13.387500000000001,0.9984967807948134
13.3885,0.9984903899809767
13.3895,0.9984840050263133
13.3905,0.9984776259154344
13.3915,0.9984712526329523
13.3925,0.9984648851634778
13.3935,0.9984585234916219
13.3945,0.9984521676019961
13.3955,0.9984458174792108
13.3965,0.9984394731078772
13.3975,0.9984331344726056
13.3985,0.9984268015580071
13.3995,0.9984204743486922
13.400500000000001,0.9984141528292719
13.4015,0.9984078369843573
13.4025,0.9984015267985591
13.403500000000001,0.998395222256489
13.4045,0.9983889233427584
13.4055,0.9983826300419795
13.4065,0.9983763423387637
13.4075,0.998370060217724
13.4085,0.9983637836634734
13.4095,0.9983575126606247
13.4105,0.9983512471937918
13.4115,0.998344987247589
13.4125,0.9983387328066312
13.4135,0.9983324838555335
13.4145,0.9983262403789122
13.4155,0.9983200023613835
13.416500000000001,0.9983137697875649
13.4175,0.9983075426420747
13.4185,0.9983013209095314
13.419500000000001,0.9982951045745545
13.4205,0.9982888936217648
13.4215,0.9982826880357832
13.4225,0.9982764878012325
13.4235,0.9982702929027355
13.4245,0.9982641033249166
13.4255,0.9982579190524008
13.4265,0.9982517400698147
13.4275,0.9982455663617854
13.4285,0.9982393979129418
13.4295,0.9982332347079135
13.4305,0.9982270767313314
13.4315,0.9982209239678279
13.432500000000001,0.9982147764020363
13.4335,0.9982086340185916
13.4345,0.9982024968021302
13.435500000000001,0.9981963647372897
13.4365,0.998190237808709
13.4375,0.9981841160010287
13.4385,0.9981779992988915
13.4395,0.9981718876869403
13.4405,0.9981657811498211
13.4415,0.9981596796721803
13.4425,0.9981535832386669
13.4435,0.998147491833931
13.4445,0.9981414054426249
13.445500000000001,0.9981353240494023
13.4465,0.9981292476389191
13.4475,0.9981231761958329
13.448500000000001,0.9981171097048028
13.4495,0.9981110481504907
13.4505,0.9981049915175599
13.451500000000001,0.9980989397906758
13.4525,0.998092892954506
13.4535,0.9980868509937197
13.4545,0.9980808138929892
13.4555,0.9980747816369882
13.4565,0.9980687542103928
13.4575,0.9980627315978811
13.4585,0.9980567137841342
13.4595,0.9980507007538348
13.4605,0.9980446924916682
13.461500000000001,0.9980386889823224
13.4625,0.9980326902104873
13.4635,0.9980266961608556
13.464500000000001,0.9980207068181225
13.4655,0.9980147221669857
13.4665,0.9980087421921454
13.467500000000001,0.9980027668783046
13.4685,0.997996796210169
13.4695,0.9979908301724466
13.4705,0.9979848687498485
13.4715,0.9979789119270888
13.4725,0.9979729596888836
13.4735,0.9979670120199525
13.4745,0.9979610689050182
13.4755,0.9979551303288056
13.4765,0.9979491962760428
13.477500000000001,0.9979432667314615
13.4785,0.9979373416797955
13.4795,0.9979314211057826
13.480500000000001,0.9979255049941628
13.4815,0.9979195933296802
13.4825,0.9979136860970811
13.483500000000001,0.9979077832811157
13.4845,0.9979018848665375
13.4855,0.9978959908381029
13.4865,0.9978901011805718
13.4875,0.9978842158787075
13.4885,0.9978783349172766
13.4895,0.9978724582810499
13.4905,0.9978665859548002
13.4915,0.9978607179233052
13.4925,0.9978548541713453
13.493500000000001,0.9978489946837054
13.4945,0.9978431394451731
13.4955,0.9978372884405399
13.496500000000001,0.9978314416546017
13.4975,0.9978255990721571
13.4985,0.9978197606780091
13.499500000000001,0.9978139264569648
13.5005,0.9978080963938345
13.5015,0.9978022704734328
13.5025,0.997796448680578
13.5035,0.9977906310000927
13.5045,0.9977848174168031
13.5055,0.9977790079155401
13.5065,0.9977732024811379
13.5075,0.9977674010984349
13.5085,0.9977616037522745
13.509500000000001,0.9977558104275037
13.5105,0.9977500211089737
13.5115,0.9977442357815397
13.512500000000001,0.9977384544300621
13.5135,0.9977326770394045
13.5145,0.9977269035944363
13.5155,0.9977211340800297
13.5165,0.9977153684810627
13.5175,0.997709606782417
13.5185,0.9977038489689796
13.5195,0.997698095025641
13.5205,0.997692344937297
13.5215,0.9976865986888481
13.5225,0.9976808562651992
13.5235,0.9976751176512602
13.5245,0.9976693828319453
13.525500000000001,0.9976636517921739
13.5265,0.9976579245168704
13.5275,0.9976522009909633
13.528500000000001,0.9976464811993869
13.5295,0.9976407651270799
13.5305,0.9976350527589857
13.5315,0.9976293440800538
13.5325,0.9976236390752378
13.5335,0.9976179377294966
13.5345,0.9976122400277941
13.5355,0.9976065459551
13.5365,0.9976008554963885
13.5375,0.9975951686366394
13.5385,0.9975894853608376
13.5395,0.9975838056539733
13.5405,0.9975781295010424
13.541500000000001,0.9975724568870457
13.5425,0.9975667877969897
13.5435,0.9975611222158862
13.544500000000001,0.9975554601287531
13.5455,0.9975498015206127
13.5465,0.9975441463764938
13.5475,0.9975384946814305
13.5485,0.9975328464204625
13.5495,0.9975272015786355
13.5505,0.9975215601410005
13.5515,0.9975159220926142
13.5525,0.9975102874185395
13.5535,0.997504656103845
13.5545,0.997499028133605
13.5555,0.9974934034929
13.5565,0.997487782166816
13.557500000000001,0.9974821641404453
13.5585,0.9974765493988863
13.5595,0.997470937927243
13.560500000000001,0.9974653297106261
13.5615,0.9974597247341519
13.5625,0.9974541229829431
13.5635,0.9974485244421287
13.5645,0.9974429290968435
13.5655,0.9974373369322291
13.5665,0.997431747933433
13.5675,0.9974261620856095
13.5685,0.9974205793739188
13.5695,0.9974149997835277
13.570500000000001,0.9974094232996092
13.5715,0.9974038499073439
13.5725,0.9973982795919173
13.573500000000001,0.9973927123385226
13.5745,0.997387148132359
13.5755,0.997381586958633
13.576500000000001,0.9973760288025569
13.5775,0.9973704736493504
13.5785,0.9973649214842399
13.5795,0.9973593722924584
13.5805,0.9973538260592454
13.5815,0.9973482827698478
13.5825,0.9973427424095191
13.5835,0.9973372049635197
13.5845,0.9973316704171177
13.5855,0.9973261387555868
13.586500000000001,0.9973206099642089
13.5875,0.9973150840282726
13.5885,0.9973095609330737
13.589500000000001,0.997304040663915
13.5905,0.9972985232061063
13.5915,0.997293008544965
13.592500000000001,0.9972874966658161
13.5935,0.9972819875539908
13.5945,0.9972764811948283
13.5955,0.9972709775736756
13.5965,0.9972654766758862
13.5975,0.9972599784868218
13.5985,0.9972544829918512
13.5995,0.9972489901763503
13.6005,0.9972435000257038
13.6015,0.9972380125253025
13.602500000000001,0.9972325276605458
13.6035,0.9972270454168408
13.6045,0.9972215657796014
13.605500000000001,0.9972160887342505
13.6065,0.9972106142662173
13.6075,0.9972051423609404
13.608500000000001,0.9971996730038647
13.6095,0.9971942061804442
13.6105,0.99718874187614
13.6115,0.9971832800764219
13.6125,0.9971778207667669
13.6135,0.9971723639326605
13.6145,0.9971669095595962
13.6155,0.9971614576330756
13.6165,0.9971560081386079
13.6175,0.9971505610617115
13.618500000000001,0.9971451163879124
13.6195,0.9971396741027445
13.6205,0.9971342341917507
13.621500000000001,0.9971287966404816
13.6225,0.9971233614344969
13.6235,0.9971179285593635
13.624500000000001,0.9971124980006579
13.6255,0.9971070697439646
13.6265,0.9971016437748764
13.6275,0.9970962200789948
13.6285,0.9970907986419302
13.6295,0.9970853794493006
13.6305,0.9970799624867339
13.6315,0.9970745477398659
13.6325,0.9970691351943414
13.6335,0.9970637248358136
13.634500000000001,0.9970583166499448
13.6355,0.9970529106224062
13.6365,0.9970475067388777
13.637500000000001,0.9970421049850476
13.6385,0.9970367053466141
13.6395,0.9970313078092838
13.6405,0.9970259123587722
13.6415,0.9970205189808043
13.6425,0.9970151276611134
13.6435,0.9970097383854426
13.6445,0.9970043511395439
13.6455,0.9969989659091788
13.6465,0.9969935826801171
13.6475,0.9969882014381388
13.6485,0.996982822169033
13.6495,0.9969774448585975
13.650500000000001,0.9969720694926405
13.6515,0.9969666960569784
13.6525,0.9969613245374378
13.653500000000001,0.996955954919855
13.6545,0.9969505871900749
13.6555,0.9969452213339526
13.6565,0.9969398573373526
13.6575,0.9969344951861491
13.6585,0.9969291348662257
13.6595,0.9969237763634758
13.6605,0.9969184196638029
13.6615,0.9969130647531192
13.6625,0.9969077116173481
13.6635,0.9969023602424218
13.6645,0.9968970106142824
13.6655,0.9968916627188826
13.666500000000001,0.9968863165421843
13.6675,0.9968809720701595
13.6685,0.9968756292887907
13.669500000000001,0.9968702881840698
13.6705,0.9968649487419992
13.6715,0.9968596109485911
13.6725,0.9968542747898679
13.6735,0.9968489402518625
13.6745,0.9968436073206177
13.6755,0.9968382759821867
13.6765,0.9968329462226325
13.6775,0.9968276180280292
13.6785,0.9968222913844609
13.6795,0.9968169662780219
13.6805,0.9968116426948169
13.6815,0.9968063206209619
13.682500000000001,0.9968010000425821
13.6835,0.9967956809458139
13.6845,0.9967903633168047
13.685500000000001,0.9967850471417118
13.6865,0.9967797324067033
13.6875,0.9967744190979582
13.6885,0.9967691072016659
13.6895,0.9967637967040268
13.6905,0.9967584875912517
13.6915,0.996753179849563
13.6925,0.9967478734651932
13.6935,0.996742568424386
13.6945,0.9967372647133959
13.695500000000001,0.9967319623184883
13.6965,0.9967266612259398
13.6975,0.9967213614220379
13.698500000000001,0.9967160628930811
13.6995,0.9967107656253794
13.7005,0.9967054696052532
13.701500000000001,0.9967001748190345
13.7025,0.9966948812530668
13.7035,0.9966895888937042
13.7045,0.9966842977273123
13.7055,0.9966790077402684
13.7065,0.9966737189189607
13.7075,0.9966684312497889
13.7085,0.9966631447191642
13.7095,0.9966578593135088
13.7105,0.9966525750192572
13.711500000000001,0.9966472918228546
13.7125,0.9966420097107582
13.7135,0.9966367286694369
13.714500000000001,0.9966314486853706
13.7155,0.9966261697450517
13.7165,0.9966208918349837
13.717500000000001,0.9966156149416819
13.7185,0.9966103390516734
13.7195,0.9966050641514972
13.7205,0.9965997902277043
13.7215,0.996594517266857
13.7225,0.99658924525553
13.7235,0.9965839741803099
13.7245,0.9965787040277946
13.7255,0.9965734347845953
13.7265,0.9965681664373337
13.727500000000001,0.9965628989726449
13.7285,0.9965576323771754
13.7295,0.996552366637584
13.730500000000001,0.9965471017405416
13.7315,0.9965418376727316
13.7325,0.9965365744208495
13.733500000000001,0.9965313119716024
13.7345,0.9965260503117108
13.7355,0.9965207894279072
13.7365,0.9965155293069362
13.7375,0.9965102699355551
13.7385,0.9965050113005334
13.7395,0.9964997533886532
13.7405,0.9964944961867092
13.7415,0.9964892396815086
13.7425,0.9964839838598712
13.743500000000001,0.9964787287086296
13.7445,0.9964734742146288
13.7455,0.9964682203647265
13.746500000000001,0.9964629671457933
13.7475,0.9964577145447122
13.7485,0.9964524625483798
13.749500000000001,0.9964472111437046
13.7505,0.9964419603176085
13.7515,0.9964367100570262
13.7525,0.9964314603489052
13.7535,0.9964262111802062
13.7545,0.9964209625379028
13.7555,0.9964157144089815
13.7565,0.9964104667804419
13.7575,0.9964052196392972
13.7585,0.9963999729725728
13.759500000000001,0.9963947267673082
13.7605,0.9963894810105558
13.7615,0.996384235689381
13.762500000000001,0.9963789907908623
13.7635,0.9963737463020923
13.7645,0.9963685022101764
13.7655,0.9963632585022335
13.7665,0.9963580151653958
13.7675,0.9963527721868088
13.7685,0.9963475295536325
13.7695,0.9963422872530385
13.7705,0.9963370452722142
13.7715,0.9963318035983585
13.7725,0.9963265622186855
13.7735,0.996321321120422
13.7745,0.9963160802908092
13.775500000000001,0.996310839717101
13.7765,0.9963055993865663
13.7775,0.9963003592864867
13.778500000000001,0.9962951194041584
13.7795,0.9962898797268908
13.7805,0.9962846402420077
13.7815,0.9962794009368467
13.7825,0.9962741617987594
13.7835,0.9962689228151108
13.7845,0.9962636839732809
13.7855,0.9962584452606628
13.7865,0.9962532066646645
13.7875,0.9962479681727077
13.7885,0.9962427297722282
13.7895,0.9962374914506761
13.7905,0.9962322531955157
13.791500000000001,0.9962270149942256
13.7925,0.9962217768342989
13.7935,0.9962165387032424
13.794500000000001,0.9962113005885779
13.7955,0.9962060624778409
13.7965,0.9962008243585827
13.7975,0.9961955862183669
13.7985,0.9961903480447737
13.7995,0.9961851098253964
13.8005,0.9961798715478438
13.8015,0.9961746331997384
13.8025,0.9961693947687181
13.8035,0.9961641562424352
13.8045,0.996158917608556
13.8055,0.9961536788547627
13.8065,0.9961484399687518
13.807500000000001,0.9961432009382339
13.8085,0.9961379617509354
13.8095,0.996132722394597
13.810500000000001,0.9961274828569747
13.8115,0.9961222431258389
13.8125,0.9961170031889753
13.8135,0.9961117630341842
13.8145,0.9961065226492815
13.8155,0.9961012820220978
13.8165,0.9960960411404789
13.8175,0.9960907999922856
13.8185,0.9960855585653936
13.8195,0.9960803168476944
13.820500000000001,0.9960750748270943
13.8215,0.9960698324915153
13.8225,0.9960645898288936
13.823500000000001,0.9960593468271818
13.8245,0.9960541034743475
13.8255,0.9960488597583738
13.826500000000001,0.9960436156672584
13.8275,0.9960383711890161
13.8285,0.9960331263116753
13.8295,0.9960278810232812
13.8305,0.9960226353118941
13.8315,0.9960173891655894
13.8325,0.9960121425724593
13.8335,0.9960068955206105
13.8345,0.996001647998166
13.8355,0.9959963999932642
13.836500000000001,0.9959911514940591
13.8375,0.9959859024887212
13.8385,0.9959806529654358
13.839500000000001,0.9959754029124048
13.8405,0.9959701523178456
13.8415,0.9959649011699916
13.842500000000001,0.995959649457092
13.8435,0.995954397167412
13.8445,0.9959491442892331
13.8455,0.9959438908108524
13.8465,0.9959386367205832
13.8475,0.9959333820067551
13.8485,0.9959281266577134
13.8495,0.99592287066182
13.8505,0.9959176140074523
13.8515,0.9959123566830047
13.852500000000001,0.9959070986768878
13.8535,0.9959018399775277
13.8545,0.9958965805733675
13.855500000000001,0.9958913204528663
13.8565,0.9958860596044998
13.8575,0.9958807980167603
13.858500000000001,0.9958755356781557
13.8595,0.9958702725772112
13.8605,0.9958650087024683
13.8615,0.995859744042485
13.8625,0.9958544785858353
13.8635,0.9958492123211109
13.8645,0.9958439452369192
13.8655,0.9958386773218845
13.8665,0.995833408564648
13.8675,0.9958281389538675
13.868500000000001,0.9958228684782174
13.8695,0.9958175971263894
13.8705,0.995812324887091
13.871500000000001,0.9958070517490476
13.8725,0.9958017777010009
13.8735,0.9957965027317095
13.874500000000001,0.9957912268299494
13.8755,0.995785949984513
13.8765,0.99578067218421
13.8775,0.995775393417867
13.8785,0.9957701136743278
13.8795,0.9957648329424533
13.8805,0.9957595512111214
13.8815,0.995754268469227
13.8825,0.9957489847056824
13.8835,0.9957436999094174
13.884500000000001,0.9957384140693786
13.8855,0.9957331271745297
13.8865,0.9957278392138526
13.887500000000001,0.9957225501763453
13.8885,0.9957172600510245
13.8895,0.9957119688269228
13.8905,0.9957066764930917
13.8915,0.9957013830385996
13.8925,0.9956960884525318
13.8935,0.9956907927239916
13.8945,0.9956854958421003
13.8955,0.9956801977959963
13.8965,0.9956748985748352
13.8975,0.995669598167791
13.8985,0.9956642965640552
13.8995,0.9956589937528366
13.900500000000001,0.9956536897233623
13.9015,0.9956483844648765
13.9025,0.9956430779666419
13.903500000000001,0.9956377702179383
13.9045,0.995632461208064
13.9055,0.9956271509263347
13.9065,0.9956218393620845
13.9075,0.995616526504665
13.9085,0.9956112123434461
13.9095,0.9956058968678152
13.9105,0.9956005800671783
13.9115,0.9955952619309592
13.9125,0.9955899424485996
13.9135,0.99558462160956
13.9145,0.9955792994033181
13.9155,0.9955739758193703
13.916500000000001,0.9955686508472316
13.9175,0.9955633244764344
13.9185,0.9955579966965299
13.919500000000001,0.9955526674970876
13.9205,0.9955473368676948
13.9215,0.9955420047979582
13.9225,0.9955366712775016
13.9235,0.9955313362959682
13.9245,0.9955259998430193
13.9255,0.9955206619083344
13.9265,0.9955153224816121
13.9275,0.9955099815525689
13.9285,0.9955046391109404
13.9295,0.9954992951464803
13.9305,0.9954939496489614
13.9315,0.995488602608175
13.932500000000001,0.9954832540139306
13.9335,0.995477903856057
13.9345,0.9954725521244013
13.935500000000001,0.9954671988088302
13.9365,0.9954618438992279
13.9375,0.9954564873854984
13.9385,0.9954511292575642
13.9395,0.9954457695053666
13.9405,0.9954404081188661
13.9415,0.995435045088042
13.9425,0.995429680402892
13.9435,0.9954243140534342
13.9445,0.9954189460297039
13.945500000000001,0.995413576321757
13.9465,0.9954082049196674
13.9475,0.9954028318135287
13.948500000000001,0.9953974569934539
13.9495,0.995392080449574
13.9505,0.9953867021720404
13.951500000000001,0.9953813221510229
13.9525,0.9953759403767113
13.9535,0.9953705568393139
13.9545,0.995365171529059
13.9555,0.9953597844361933
13.9565,0.995354395550984
13.9575,0.9953490048637167
13.9585,0.995343612364697
13.9595,0.9953382180442498
13.9605,0.9953328218927195
13.961500000000001,0.9953274239004697
13.9625,0.9953220240578835
13.9635,0.9953166223553644
13.964500000000001,0.9953112187833343
13.9655,0.9953058133322357
13.9665,0.99530040599253
13.967500000000001,0.9952949967546986
13.9685,0.9952895856092424
13.9695,0.9952841725466824
13.9705,0.995278757557559
13.9715,0.9952733406324323
13.9725,0.9952679217618824
13.9735,0.995262500936509
13.9745,0.9952570781469323
13.9755,0.9952516533837913
13.9765,0.9952462266377458
13.977500000000001,0.995240797899475
13.9785,0.9952353671596784
13.9795,0.9952299344090754
13.980500000000001,0.995224499638405
13.9815,0.9952190628384266
13.9825,0.9952136239999201
13.983500000000001,0.9952081831136844
13.9845,0.9952027401705396
13.9855,0.9951972951613252
13.9865,0.9951918480769014
13.9875,0.995186398908148
13.9885,0.9951809476459653
13.9895,0.9951754942812742
13.9905,0.9951700388050154
13.9915,0.9951645812081501
13.9925,0.9951591214816595
13.993500000000001,0.9951536596165457
13.9945,0.9951481956038309
13.9955,0.9951427294345574
13.996500000000001,0.9951372610997884
13.9975,0.9951317905906074
13.9985,0.9951263178981185
13.999500000000001,0.9951208430134456
14.0005,0.9951153659277342
14.0015,0.9951098866321495
14.0025,0.9951044051178777
14.0035,0.9950989213761255
14.0045,0.9950934353981202
14.0055,0.9950879471751101
14.0065,0.9950824566983631
14.0075,0.9950769639591694
14.0085,0.9950714689488386
14.009500000000001,0.9950659716587018
14.0105,0.9950604720801104
14.0115,0.9950549702044371
14.012500000000001,0.995049466023075
14.0135,0.9950439595274381
14.0145,0.9950384507089618
14.015500000000001,0.9950329395591017
14.0165,0.9950274260693346
14.0175,0.9950219102311584
14.0185,0.9950163920360918
14.0195,0.9950108714756747
14.0205,0.9950053485414679
14.0215,0.994999823225053
14.0225,0.9949942955180331
14.0235,0.9949887654120323
14.0245,0.9949832328986954
14.025500000000001,0.994977697969689
14.0265,0.9949721606167006
14.0275,0.9949666208314387
14.028500000000001,0.9949610786056331
14.0295,0.9949555339310352
14.0305,0.994949986799417
14.0315,0.9949444372025726
14.0325,0.994938885132317
14.0335,0.994933330580486
14.0345,0.9949277735389378
14.0355,0.9949222139995513
14.0365,0.9949166519542272
14.0375,0.994911087394887
14.0385,0.9949055203134743
14.0395,0.9948999507019542
14.0405,0.9948943785523129
14.041500000000001,0.9948888038565581
14.0425,0.9948832266067195
14.0435,0.9948776467948477
14.044500000000001,0.9948720644130159
14.0455,0.994866479453318
14.0465,0.9948608919078699
14.0475,0.9948553017688092
14.0485,0.9948497090282948
14.0495,0.9948441136785079
14.0505,0.9948385157116514
14.0515,0.9948329151199491
14.0525,0.9948273118956479
14.0535,0.9948217060310152
14.0545,0.9948160975183408
14.0555,0.9948104863499369
14.0565,0.9948048725181367
14.057500000000001,0.9947992560152953
14.0585,0.9947936368337904
14.0595,0.9947880149660213
14.060500000000001,0.9947823904044089
14.0615,0.9947767631413965
14.0625,0.9947711331694494
14.0635,0.9947655004810547
14.0645,0.9947598650687215
14.0655,0.9947542269249815
14.0665,0.9947485860423877
14.0675,0.9947429424135157
14.0685,0.9947372960309631
14.0695,0.9947316468873498
14.070500000000001,0.9947259949753176
14.0715,0.9947203402875304
14.0725,0.9947146828166751
14.073500000000001,0.9947090225554599
14.0745,0.9947033594966157
14.0755,0.9946976936328955
14.076500000000001,0.994692024957075
14.0775,0.9946863534619517
14.0785,0.9946806791403457
14.0795,0.9946750019850993
14.0805,0.9946693219890775
14.0815,0.9946636391451672
14.0825,0.9946579534462786
14.0835,0.9946522648853431
14.0845,0.9946465734553157
14.0855,0.994640879149173
14.086500000000001,0.9946351819599147
14.0875,0.9946294818805628
14.0885,0.994623778904162
14.089500000000001,0.9946180730237792
14.0905,0.9946123642325045
14.0915,0.9946066525234496
14.092500000000001,0.99460093788975
14.0935,0.994595220324563
14.0945,0.994589499821069
14.0955,0.9945837763724706
14.0965,0.9945780499719936
14.0975,0.9945723206128867
14.0985,0.9945665882884204
14.0995,0.9945608529918888
14.1005,0.9945551147166087
14.1015,0.994549373455919
14.102500000000001,0.9945436292031824
14.1035,0.9945378819517838
14.1045,0.9945321316951312
14.105500000000001,0.994526378426655
14.1065,0.9945206221398093
14.1075,0.9945148628280708
14.108500000000001,0.9945091004849386
14.1095,0.9945033351039354
14.1105,0.9944975666786063
14.1115,0.9944917952025203
14.1125,0.9944860206692685
14.1135,0.9944802430724651
14.1145,0.9944744624057479
14.1155,0.9944686786627774
14.1165,0.9944628918372372
14.1175,0.9944571019228342
14.118500000000001,0.9944513089132977
14.1195,0.9944455128023808
14.1205,0.99443971358386
14.121500000000001,0.9944339112515342
14.1225,0.9944281057992259
14.1235,0.9944222972207807
14.124500000000001,0.9944164855100676
14.1255,0.9944106706609783
14.1265,0.9944048526674287
14.1275,0.9943990315233571
14.1285,0.9943932072227254
14.1295,0.994387379759519
14.1305,0.9943815491277461
14.1315,0.9943757153214385
14.1325,0.994369878334652
14.1335,0.9943640381614645
14.134500000000001,0.9943581947959783
14.1355,0.9943523482323188
14.1365,0.9943464984646347
14.137500000000001,0.9943406454870981
14.1385,0.994334789293905
14.1395,0.9943289298792745
14.140500000000001,0.9943230672374489
14.1415,0.9943172013626945
14.1425,0.9943113322493013
14.1435,0.9943054598915821
14.1445,0.9942995842838737
14.1455,0.9942937054205365
14.1465,0.9942878232959542
14.1475,0.9942819379045347
14.1485,0.9942760492407087
14.1495,0.994270157298931
14.150500000000001,0.9942642620736799
14.1515,0.9942583635594578
14.1525,0.9942524617507902
14.153500000000001,0.9942465566422264
14.1545,0.9942406482283395
14.1555,0.9942347365037264
14.1565,0.9942288214630077
14.1575,0.9942229031008277
14.1585,0.9942169814118541
14.1595,0.9942110563907792
14.1605,0.9942051280323186
14.1615,0.9941991963312117
14.1625,0.9941932612822214
14.1635,0.9941873228801353
14.1645,0.9941813811197642
14.1655,0.994175435995943
14.166500000000001,0.9941694875035301
14.1675,0.9941635356374083
14.1685,0.9941575803924841
14.169500000000001,0.9941516217636881
14.1705,0.9941456597459744
14.1715,0.9941396943343216
14.1725,0.9941337255237316
14.1735,0.9941277533092308
14.1745,0.9941217776858694
14.1755,0.9941157986487218
14.1765,0.9941098161928861
14.1775,0.9941038303134848
14.1785,0.9940978410056642
14.1795,0.9940918482645944
14.1805,0.9940858520854702
14.1815,0.9940798524635098
14.182500000000001,0.994073849393956
14.1835,0.9940678428720757
14.1845,0.9940618328931595
14.185500000000001,0.9940558194525226
14.1865,0.994049802545504
14.1875,0.994043782167467
14.1885,0.9940377583137991
14.1895,0.994031730979912
14.1905,0.9940257001612416
14.1915,0.9940196658532476
14.1925,0.9940136280514148
14.1935,0.9940075867512512
14.1945,0.9940015419482897
14.195500000000001,0.9939954936380873
14.1965,0.9939894418162252
14.1975,0.9939833864783091
14.198500000000001,0.9939773276199687
14.1995,0.9939712652368582
14.2005,0.9939651993246557
14.201500000000001,0.9939591298790643
14.2025,0.9939530568958111
14.2035,0.9939469803706472
14.2045,0.9939409002993488
14.2055,0.9939348166777157
14.2065,0.9939287295015723
14.2075,0.9939226387667681
14.2085,0.9939165444691759
14.2095,0.9939104466046934
14.2105,0.993904345169243
14.211500000000001,0.9938982401587708
14.2125,0.9938921315692485
14.2135,0.993886019396671
14.214500000000001,0.9938799036370585
14.2155,0.9938737842864551
14.2165,0.99386766134093
14.217500000000001,0.9938615347965761
14.2185,0.9938554046495113
14.2195,0.9938492708958783
14.2205,0.9938431335318437
14.2215,0.9938369925535989
14.2225,0.99383084795736
14.2235,0.9938246997393672
14.2245,0.9938185478958856
14.2255,0.9938123924232047
14.2265,0.9938062333176388
14.227500000000001,0.9938000705755269
14.2285,0.9937939041932319
14.2295,0.9937877341671417
14.230500000000001,0.9937815604936691
14.2315,0.9937753831692511
14.2325,0.9937692021903495
14.233500000000001,0.9937630175534505
14.2345,0.9937568292550655
14.2355,0.9937506372917299
14.2365,0.9937444416600043
14.2375,0.9937382423564737
14.2385,0.9937320393777473
14.2395,0.99372583272046
14.2405,0.9937196223812708
14.2415,0.9937134083568633
14.2425,0.9937071906439459
14.243500000000001,0.9937009692392517
14.2445,0.9936947441395386
14.2455,0.9936885153415895
14.246500000000001,0.9936822828422115
14.2475,0.9936760466382369
14.2485,0.9936698067265222
14.249500000000001,0.993663563103949
14.2505,0.9936573157674237
14.2515,0.9936510647138773
14.2525,0.9936448099402662
14.2535,0.9936385514435703
14.2545,0.9936322892207955
14.2555,0.9936260232689718
14.2565,0.9936197535851543
14.2575,0.993613480166423
14.2585,0.9936072030098824
14.259500000000001,0.9936009221126618
14.2605,0.9935946374719158
14.2615,0.9935883490848231
14.262500000000001,0.9935820569485881
14.2635,0.9935757610604391
14.2645,0.9935694614176304
14.265500000000001,0.9935631580174397
14.2665,0.9935568508571706
14.2675,0.9935505399341514
14.2685,0.9935442252457353
14.2695,0.9935379067892998
14.2705,0.993531584562248
14.2715,0.9935252585620075
14.2725,0.9935189287860309
14.2735,0.9935125952317955
14.2745,0.9935062578968039
14.275500000000001,0.9934999167785831
14.2765,0.9934935718746856
14.2775,0.9934872231826879
14.278500000000001,0.9934808707001924
14.2795,0.9934745144248258
14.2805,0.9934681543542399
14.2815,0.9934617904861114
14.2825,0.9934554228181424
14.2835,0.9934490513480587
14.2845,0.9934426760736123
14.2855,0.9934362969925796
14.2865,0.9934299141027618
14.2875,0.9934235274019856
14.2885,0.993417136888102
14.2895,0.9934107425589872
14.2905,0.9934043444125426
14.291500000000001,0.9933979424466939
14.2925,0.9933915366593927
14.2935,0.9933851270486148
14.294500000000001,0.9933787136123613
14.2955,0.9933722963486582
14.2965,0.9933658752555565
14.2975,0.9933594503311319
14.2985,0.9933530215734856
14.2995,0.9933465889807434
14.3005,0.993340152551056
14.3015,0.9933337122825994
14.3025,0.9933272681735741
14.3035,0.9933208202222065
14.3045,0.9933143684267469
14.3055,0.993307912785471
14.3065,0.9933014532966801
14.307500000000001,0.9932949899586996
14.3085,0.9932885227698801
14.3095,0.9932820517285976
14.310500000000001,0.9932755768332527
14.3115,0.9932690980822714
14.3125,0.9932626154741039
14.3135,0.9932561290072263
14.3145,0.993249638680139
14.3155,0.9932431444913681
14.3165,0.9932366464394639
14.3175,0.9932301445230023
14.3185,0.9932236387405837
14.3195,0.9932171290908344
14.320500000000001,0.9932106155724048
14.3215,0.9932040981839702
14.3225,0.9931975769242319
14.323500000000001,0.993191051791915
14.3245,0.9931845227857709
14.3255,0.9931779899045745
14.326500000000001,0.9931714531471268
14.3275,0.9931649125122537
14.3285,0.9931583679988054
14.3295,0.993151819605658
