#Tabulated potential
r,f(r)
3.9915000000000003,2.979878730844633
3.9925,2.977778213828807
3.9935,2.975671882174902
3.9945,2.9735598002283066
3.9955000000000003,2.9714420319889605
3.9965,2.969318641112152
3.9975,2.967189690909298
3.9985,2.965055244348749
3.9995000000000003,2.962915364056594
4.0005,2.9607701123174928
4.0015,2.958619551075487
4.0025,2.956463741934856
4.0035,2.9543027461609603
4.0045,2.952136624681085
4.0055000000000005,2.9499654380853197
4.0065,2.947789246627435
4.0075,2.9456081102257454
4.0085,2.9434220884640183
4.0095,2.9412312405923617
4.0105,2.9390356255281347
4.0115,2.9368353018568634
4.0125,2.9346303278331507
4.0135000000000005,2.9324207613816156
4.0145,2.9302066600978343
4.0155,2.927988081249255
4.0165,2.9257650817761855
4.0175,2.9235377182927156
4.0185,2.9213060470877017
4.0195,2.919070124125729
4.0205,2.9168300050480758
4.0215000000000005,2.9145857451737154
4.0225,2.91233739950029
4.0235,2.9100850227051014
4.0245,2.9078286691461166
4.0255,2.9055683928629654
4.0265,2.903304247577964
4.0275,2.9010362866971104
4.0285,2.8987645633111114
4.0295000000000005,2.896489130196415
4.0305,2.8942100398162323
4.0315,2.891927344321566
4.0325,2.8896410955522622
4.0335,2.8873513450380424
4.0345,2.8850581439995566
4.0355,2.882761543349435
4.0365,2.8804615936933353
4.0375,2.878158345331015
4.0385,2.875851848257377
4.0395,2.8735421521635587
4.0405,2.871229306437983
4.0415,2.8689133601674364
4.0425,2.8665943621381533
4.0435,2.8642723608368903
4.0445,2.861947404452006
4.0455,2.8596195408745575
4.0465,2.8572888176993754
4.0475,2.8549552822261655
4.0485,2.8526189814606058
4.0495,2.850279962115427
4.0505,2.847938270611532
4.0515,2.8455939530790872
4.0525,2.8432470553586184
4.0535,2.8408976230021343
4.0545,2.838545701274216
4.0555,2.8361913351531443
4.0565,2.833834569331998
4.0575,2.8314754482197677
4.0585,2.829114015942479
4.0595,2.8267503163443064
4.0605,2.8243843929886796
4.0615,2.822016289159417
4.0625,2.8196460478618413
4.0635,2.817273711823899
4.0645,2.8148993234972832
4.0655,2.8125229250585524
4.0665000000000004,2.8101445584102698
4.0675,2.8077642651821146
4.0685,2.8053820867320067
4.0695,2.8029980641472463
4.0705,2.800612238245626
4.0715,2.7982246495765706
4.0725,2.7958353384222603
4.0735,2.7934443447987514
4.0745000000000005,2.7910517084571187
4.0755,2.788657468884576
4.0765,2.7862616653056014
4.0775,2.7838643366830795
4.0785,2.781465521719411
4.0795,2.7790652588576594
4.0805,2.776663586282674
4.0815,2.774260541922205
4.0825000000000005,2.771856163448053
4.0835,2.769450488277181
4.0845,2.7670435535728446
4.0855,2.764635396245726
4.0865,2.7622260529550475
4.0875,2.7598155601097067
4.0885,2.7574039538694004
4.0895,2.7549912701457346
4.0905000000000005,2.75257754460337
4.0915,2.75016281266113
4.0925,2.7477471094931185
4.0935,2.7453304700298533
4.0945,2.7429129289593672
4.0955,2.7404945207283493
4.0965,2.7380752795432417
4.0975,2.735655239371356
4.0985000000000005,2.733234433942004
4.0995,2.7308128967475978
4.1005,2.7283906610447564
4.1015,2.7259677598554313
4.1025,2.723544225968002
4.1035,2.7211200919383893
4.1045,2.71869539009116
4.1055,2.716270152520627
4.1065000000000005,2.7138444110919586
4.1075,2.7114181974422755
4.1085,2.7089915429817397
4.1095,2.706564478894672
4.1105,2.704137036140629
4.1115,2.701709245455503
4.1125,2.699281137352621
4.1135,2.6968527421238124
4.1145000000000005,2.694424089840519
4.1155,2.6919952103548743
4.1165,2.6895661333007714
4.1175,2.687136888094969
4.1185,2.6847075039381436
4.1195,2.6822780098159904
4.1205,2.679848434500288
4.1215,2.677418806549956
4.1225000000000005,2.6749891543121533
4.1235,2.6725595059233234
4.1245,2.6701298893102634
4.1255,2.667700332191194
4.1265,2.6652708620768135
4.1275,2.6628415062713597
4.1285,2.6604122918736604
4.1295,2.6579832457781865
4.1305000000000005,2.6555543946761087
4.1315,2.6531257650563393
4.1325,2.650697383206575
4.1335,2.6482692752143473
4.1345,2.645841466968051
4.1355,2.643413984157992
4.1365,2.640986852277417
4.1375,2.638560096623542
4.1385000000000005,2.636133742298584
4.1395,2.633707814210791
4.1405,2.6312823370754534
4.1415,2.628857335415939
4.1425,2.626432833564694
4.1435,2.6240088556642727
4.1445,2.6215854256683446
4.1455,2.619162567342691
4.1465000000000005,2.6167403042662283
4.1475,2.614318659832004
4.1485,2.611897657248188
4.1495,2.609477319539085
4.1505,2.6070576695461085
4.1515,2.6046387299287934
4.1525,2.602220523165771
4.1535,2.5998030715557467
4.1545000000000005,2.5973863972184974
4.1555,2.594970522095845
4.1565,2.592555467952614
4.1575,2.5901412563776365
4.1585,2.5877279087846863
4.1595,2.585315446413471
4.1605,2.5829038903305808
4.1615,2.580493261430449
4.1625,2.578083580436313
4.1635,2.575674867901163
4.1645,2.573267144208692
4.1655,2.5708604295742457
4.1665,2.5684547440457544
4.1675,2.566050107504689
4.1685,2.5636465396669923
4.1695,2.561244060083995
4.1705,2.5588426881433737
4.1715,2.5564424430700554
4.1725,2.554043343927153
4.1735,2.551645409616881
4.1745,2.5492486588814653
4.1755,2.5468531103040717
4.1765,2.5444587823097087
4.1775,2.542065693166118
4.1785,2.53967386098471
4.1795,2.537283303721432
4.1805,2.534894039177683
4.1815,2.532506085001206
4.1825,2.5301194586869666
4.1835,2.5277341775780497
4.1845,2.5253502588665366
4.1855,2.5229677195943867
4.1865,2.5205865766543125
4.1875,2.5182068467906493
4.1885,2.5158285466002352
4.1895,2.5134516925332644
4.1905,2.51107630089415
4.1915000000000004,2.508702387842391
4.1925,2.5063299693934225
4.1935,2.5039590614194682
4.1945,2.5015896796503894
4.1955,2.4992218396745254
4.1965,2.496855556939544
4.1975,2.494490846753276
4.1985,2.4921277242845394
4.1995000000000005,2.489766204563989
4.2005,2.487406302484932
4.2015,2.4850480328041513
4.2025,2.4826914101427358
4.2035,2.480336448986885
4.2045,2.4779831636887364
4.2055,2.47563156846717
4.2065,2.4732816774086053
4.2075000000000005,2.470933504467824
4.2085,2.468587063468759
4.2095,2.466242368105284
4.2105,2.4638994319420293
4.2115,2.461558268415142
4.2125,2.459218890833096
4.2135,2.45688131237747
4.2145,2.4545455461037125
4.2155000000000005,2.452211604941937
4.2165,2.4498795016976866
4.2175,2.447549249052693
4.2185,2.445220859565665
4.2195,2.4428943456730234
4.2205,2.440569719689687
4.2215,2.438246993809811
4.2225,2.435926180107535
4.2235000000000005,2.433607290537748
4.2245,2.4312903369368226
4.2255,2.4289753310233584
4.2265,2.426662284398924
4.2275,2.4243512085487824
4.2285,2.4220421148426343
4.2295,2.419735014535342
4.2305,2.4174299187676493
4.2315000000000005,2.4151268385669082
4.2325,2.412825784847798
4.2335,2.4105267684130336
4.2345,2.4082297999540856
4.2355,2.4059348900518773
4.2365,2.403642049177498
4.2375,2.4013512876929077
4.2385,2.399062615851617
4.2395000000000005,2.396776043799404
4.2405,2.394491581574991
4.2415,2.3922092391107324
4.2425,2.389929026233316
4.2435,2.387650952664414
4.2445,2.3853750280213943
4.2455,2.3831012618179765
4.2465,2.380829663464896
4.2475000000000005,2.378560242270596
4.2485,2.376293007441876
4.2495,2.374027968084548
4.2505,2.371765133204117
4.2515,2.369504511706408
4.2525,2.367246112398243
4.2535,2.3649899439880793
4.2545,2.362736015086644
4.2555000000000005,2.3604843342076
4.2565,2.3582349097681634
4.2575,2.3559877500897484
4.2585,2.3537428633986037
4.2595,2.351500257826433
4.2605,2.3492599414110247
4.2615,2.347021922096883
4.2625,2.344786207735831
4.2635000000000005,2.342552806087643
4.2645,2.340321724820654
4.2655,2.338092971512361
4.2665,2.335866553650048
4.2675,2.3336424786313636
4.2685,2.3314207537649576
4.2695,2.3292013862710497
4.2705,2.3269843832820314
4.2715000000000005,2.324769751843067
4.2725,2.3225574989126763
4.2735,2.3203476313633145
4.2745,2.3181401559819674
4.2755,2.315935079470719
4.2765,2.3137324084473363
4.2775,2.3115321494458403
4.2785,2.3093343089170726
4.2795000000000005,2.30713889322927
4.2805,2.304945908668622
4.2815,2.302755361439838
4.2825,2.300567257666705
4.2835,2.2983816033926363
4.2845,2.2961984045812343
4.2855,2.2940176671168344
4.2865,2.2918393968050506
4.2875000000000005,2.289663599373325
4.2885,2.287490280471463
4.2895,2.2853194456721724
4.2905,2.283151100471602
4.2915,2.280985250289867
4.2925,2.2788219004715873
4.2935,2.2766610562864096
4.2945,2.2745027229295225
4.2955,2.2723469055221965
4.2965,2.2701936091122814
4.2975,2.268042838674734
4.2985,2.2658945991121326
4.2995,2.263748895255169
4.3005,2.261605731863177
4.3015,2.2594651136246227
4.3025,2.2573270451576066
4.3035,2.2551915310103707
4.3045,2.25305857566178
4.3055,2.250928183521826
4.3065,2.2488003589321193
4.3075,2.246675106166363
4.3085,2.2445524294308488
4.3095,2.24243233286494
4.3105,2.240314820541538
4.3115,2.2381998964675773
4.3125,2.23608756458448
4.3135,2.233977828768645
4.3145,2.231870692831902
4.3155,2.2297661605219856
4.3165000000000004,2.227664235522996
4.3175,2.2255649214558626
4.3185,2.2234682218787953
4.3195,2.2213741402877485
4.3205,2.219282680116862
4.3215,2.2171938447389317
4.3225,2.215107637465833
4.3235,2.2130240615489827
4.3245000000000005,2.2109431201797753
4.3255,2.2088648164900286
4.3265,2.206789153552405
4.3275,2.204716134380873
4.3285,2.202645761931114
4.3295,2.200578039100969
4.3305,2.1985129687308644
4.3315,2.1964505536042194
4.3325000000000005,2.1943907964478955
4.3335,2.1923336999326026
4.3345,2.190279266673311
4.3355,2.1882274992296797
4.3365,2.186178400106461
4.3375,2.184131971753908
4.3385,2.182088216568199
4.3395,2.1800471368918224
4.3405000000000005,2.178008735013993
4.3415,2.175973013171051
4.3425,2.1739399735468528
4.3435,2.171909618273183
4.3445,2.16988194943013
4.3455,2.1678569690464893
4.3465,2.165834679100156
4.3475,2.163815081518493
4.3485000000000005,2.1617981781787385
4.3495,2.159783970908377
4.3505,2.1577724614855143
4.3515,2.1557636516392678
4.3525,2.1537575430501303
4.3535,2.151754137350354
4.3545,2.149753436124317
4.3555,2.1477554409088855
4.3565000000000005,2.14576015319379
4.3575,2.14376757442199
4.3585,2.141777705990024
4.3595,2.1397905492483895
4.3605,2.137806105501877
4.3615,2.135824376009949
4.3625,2.1338453619870807
4.3635,2.1318690646031078
4.3645000000000005,2.129895484983589
4.3655,2.1279246242101477
4.3665,2.125956483320803
4.3675,2.1239910633103434
4.3685,2.122028365130632
4.3695,2.120068389690975
4.3705,2.118111137858443
4.3715,2.1161566104582086
4.3725000000000005,2.11420480827388
4.3735,2.1122557320478306
4.3745,2.11030938248153
4.3755,2.1083657602358703
4.3765,2.1064248659314817
4.3775,2.104486700149072
4.3785,2.1025512634297363
4.3795,2.1006185562752706
4.3805000000000005,2.098688579148501
4.3815,2.0967613324735916
4.3825,2.0948368166363585
4.3835,2.0929150319845786
4.3845,2.0909959788282975
4.3855,2.0890796574401462
4.3865,2.0871660680556343
4.3875,2.0852552108734552
4.3885000000000005,2.083347086055795
4.3895,2.081441693728627
4.3905,2.0795390339820026
4.3915,2.0776391068703592
4.3925,2.0757419124128047
4.3935,2.073847450593413
4.3945,2.07195572136152
4.3955,2.070066724631991
4.3965000000000005,2.068180460285537
4.3975,2.0662969281689776
4.3985,2.0644161280955284
4.3995,2.062538059845088
4.4005,2.0606627231645094
4.4015,2.0587901177678822
4.4025,2.056920243336811
4.4035,2.055053099520679
4.4045000000000005,2.053188685936932
4.4055,2.0513270021713463
4.4065,2.0494680477782854
4.4075,2.047611822280987
4.4085,2.0457583251718083
4.4095,2.0439075559125097
4.4105,2.0420595139344995
4.4115,2.040214198639101
4.4125000000000005,2.0383716093978146
4.4135,2.0365317455525713
4.4145,2.0346946064159805
4.4155,2.032860191271604
4.4165,2.0310284993741825
4.4175,2.029199529949906
4.4185,2.0273732821966552
4.4195,2.0255497552842443
4.4205,2.023728948354675
4.4215,2.021910860522373
4.4225,2.020095490874438
4.4235,2.0182828384708764
4.4245,2.016472902344845
4.4255,2.0146656815028874
4.4265,2.0128611749251775
4.4275,2.011059381565736
4.4285,2.0092603003526825
4.4295,2.007463930188457
4.4305,2.0056702699500515
4.4315,2.0038793184892447
4.4325,2.002091074632812
4.4335,2.0003055371827734
4.4345,1.998522704916604
4.4355,1.996742576587453
4.4365,1.9949651509243815
4.4375,1.9931904266325589
4.4385,1.991418402393504
4.4395,1.989649076865288
4.4405,1.9878824486827515
4.4415000000000004,1.9861185164577206
4.4425,1.9843572787792234
4.4435,1.9825987342136888
4.4445,1.980842881305169
4.4455,1.9790897185755398
4.4465,1.9773392445247122
4.4475,1.9755914576308358
4.4485,1.9738463563504993
4.4495000000000005,1.9721039391189399
4.4505,1.970364204350242
4.4515,1.9686271504375343
4.4525,1.9668927757531949
4.4535,1.9651610786490368
4.4545,1.9634320574565187
4.4555,1.9617057104869347
4.4565,1.9599820360315952
4.4575000000000005,1.9582610323620409
4.4585,1.9565426977302176
4.4595,1.9548270303686661
4.4605,1.9531140284907227
4.4615,1.95140369029069
4.4625,1.9496960139440356
4.4635,1.9479909976075704
4.4645,1.9462886394196321
4.4655000000000005,1.9445889375002683
4.4665,1.9428918899514165
4.4675,1.941197494857083
4.4685,1.9395057502835256
4.4695,1.9378166542794175
4.4705,1.9361302048760436
4.4715,1.9344464000874584
4.4725,1.9327652379106608
4.4735000000000005,1.9310867163257792
4.4745,1.9294108332962292
4.4755,1.927737586768884
4.4765,1.9260669746742538
4.4775,1.9243989949266411
4.4785,1.9227336454243151
4.4795,1.9210709240496748
4.4805,1.9194108286694094
4.4815000000000005,1.9177533571346657
4.4825,1.9160985072812098
4.4835,1.9144462769295851
4.4845,1.912796663885273
4.4855,1.9111496659388494
4.4865,1.9095052808661475
4.4875,1.9078635064284115
4.4885,1.9062243403724461
4.4895000000000005,1.9045877804307785
4.4905,1.9029538243218107
4.4915,1.9013224697499616
4.4925,1.8996937144058341
4.4935,1.898067555966347
4.4945,1.8964439920949014
4.4955,1.894823020441514
4.4965,1.8932046386429717
4.4975000000000005,1.8915888443229738
4.4985,1.8899756350922827
4.4995,1.8883650085488541
4.5005,1.8867569622779965
4.5015,1.8851514938524983
4.5025,1.8835486008327784
4.5035,1.881948280767023
4.5045,1.8803505311913162
4.5055000000000005,1.8787553496297913
4.5065,1.8771627335947592
4.5075,1.8755726805868411
4.5085,1.8739851880951153
4.5095,1.872400253597234
4.5105,1.870817874559572
4.5115,1.8692380484373488
4.5125,1.8676607726747625
4.5135000000000005,1.8660860447051195
4.5145,1.864513861950966
4.5155,1.8629442218242096
4.5165,1.861377121726254
4.5175,1.8598125590481178
4.5185,1.8582505311705657
4.5195,1.8566910354642352
4.5205,1.8551340692897489
4.5215000000000005,1.853579629997847
4.5225,1.8520277149295086
4.5235,1.8504783214160647
4.5245,1.8489314467793296
4.5255,1.8473870883317085
4.5265,1.8458452433763255
4.5275,1.8443059092071354
4.5285,1.8427690831090393
4.5295000000000005,1.8412347623580059
4.5305,1.8397029442211823
4.5315,1.838173625957007
4.5325,1.836646804815325
4.5335,1.835122478037501
4.5345,1.8336006428565297
4.5355,1.8320812964971471
4.5365,1.8305644361759368
4.5375000000000005,1.829050059101445
4.5385,1.8275381624742861
4.5395,1.8260287434872478
4.5405,1.8245217993254013
4.5415,1.8230173271662056
4.5425,1.8215153241796123
4.5435,1.8200157875281717
4.5445,1.818518714367133
4.5455,1.8170241018445512
4.5465,1.8155319471013844
4.5475,1.8140422472716
4.5485,1.8125549994822725
4.5495,1.811070200853684
4.5505,1.809587848499419
4.5515,1.8081079395264719
4.5525,1.806630471035336
4.5535,1.8051554401201035
4.5545,1.8036828438685617
4.5555,1.8022126793622888
4.5565,1.8007449436767469
4.5575,1.799279633881376
4.5585,1.7978167470396882
4.5595,1.7963562802093649
4.5605,1.794898230442334
4.5615,1.7934425947848793
4.5625,1.7919893702777163
4.5635,1.7905385539560932
4.5645,1.7890901428498711
4.5655,1.787644133983616
4.5665000000000004,1.7862005243766865
4.5675,1.7847593110433242
4.5685,1.783320490992729
4.5695,1.781884061229159
4.5705,1.7804500187520054
4.5715,1.779018360555883
4.5725,1.7775890836307089
4.5735,1.776162184961787
4.5745000000000005,1.7747376615298944
4.5755,1.7733155103113591
4.5765,1.77189572827814
4.5775,1.7704783123979133
4.5785,1.7690632596341451
4.5795,1.7676505669461782
4.5805,1.7662402312893049
4.5815,1.764832249614844
4.5825000000000005,1.7634266188702288
4.5835,1.762023335999072
4.5845,1.7606223979412432
4.5855,1.759223801632957
4.5865,1.7578275440068318
4.5875,1.756433621991972
4.5885,1.7550420325140461
4.5895,1.7536527724953488
4.5905000000000005,1.7522658388548853
4.5915,1.7508812285084367
4.5925,1.7494989383686346
4.5935,1.7481189653450278
4.5945,1.7467413063441581
4.5955,1.745365958269627
4.5965,1.7439929180221685
4.5975,1.7426221824997121
4.5985000000000005,1.7412537485974555
4.5995,1.7398876132079322
4.6005,1.7385237732210763
4.6015,1.7371622255242922
4.6025,1.7358029670025161
4.6035,1.7344459945382873
4.6045,1.7330913050118102
4.6055,1.731738895301016
4.6065000000000005,1.7303887622816336
4.6075,1.729040902827248
4.6085,1.7276953138093636
4.6095,1.726351992097467
4.6105,1.7250109345590912
4.6115,1.7236721380598743
4.6125,1.7223355994636245
4.6135,1.7210013156323716
4.6145000000000005,1.7196692834264373
4.6155,1.7183394997044916
4.6165,1.7170119613236061
4.6175,1.7156866651393203
4.6185,1.7143636080056934
4.6195,1.713042786775368
4.6205,1.7117241982996227
4.6215,1.710407839428428
4.6225000000000005,1.709093707010506
4.6235,1.7077817978933856
4.6245,1.7064721089234531
4.6255,1.7051646369460138
4.6265,1.7038593788053393
4.6275,1.7025563313447285
4.6285,1.7012554914065556
4.6295,1.699956855832324
4.6305000000000005,1.698660421462721
4.6315,1.6973661851376698
4.6325,1.6960741436963749
4.6335,1.6947842939773847
4.6345,1.6934966328186294
4.6355,1.6922111570574832
4.6365,1.6909278635308063
4.6375,1.6896467490749945
4.6385000000000005,1.6883678105260356
4.6395,1.6870910447195508
4.6405,1.6858164484908416
4.6415,1.684544018674948
4.6425,1.6832737521066814
4.6435,1.6820056456206862
4.6445,1.6807396960514775
4.6455,1.6794759002334867
4.6465000000000005,1.678214255001111
4.6475,1.676954757188761
4.6485,1.6756974036308983
4.6495,1.6744421911620868
4.6505,1.6731891166170332
4.6515,1.6719381768306312
4.6525,1.6706893686380095
4.6535,1.6694426888745673
4.6545000000000005,1.6681981343760228
4.6555,1.6669557019784562
4.6565,1.6657153885183422
4.6575,1.6644771908326061
4.6585,1.6632411057586527
4.6595,1.662007130134415
4.6605,1.660775260798391
4.6615,1.6595454945896826
4.6625000000000005,1.65831782834804
4.6635,1.6570922589138988
4.6645,1.655868783128414
4.6655,1.654647397833511
4.6665,1.6534280998719095
4.6675,1.6522108860871747
4.6685,1.650995753323745
4.6695,1.6497826984269726
4.6705000000000005,1.648571718243167
4.6715,1.6473628096196207
4.6725,1.6461559694046497
4.6735,1.6449511944476358
4.6745,1.6437484815990535
4.6755,1.6425478277105097
4.6765,1.6413492296347811
4.6775,1.6401526842258392
4.6785,1.6389581883388995
4.6795,1.6377657388304405
4.6805,1.6365753325582482
4.6815,1.6353869663814473
4.6825,1.6342006371605293
4.6835,1.63301634175739
4.6845,1.631834077035365
4.6855,1.6306538398592507
4.6865,1.6294756270953514
4.6875,1.6282994356114966
4.6885,1.6271252622770833
4.6895,1.625953103963101
4.6905,1.6247829575421617
4.6915000000000004,1.6236148198885372
4.6925,1.6224486878781834
4.6935,1.6212845583887683
4.6945,1.6201224282997087
4.6955,1.6189622944921938
4.6965,1.617804153849217
4.6975,1.6166480032556039
4.6985,1.6154938395980378
4.6995000000000005,1.6143416597650964
4.7005,1.6131914606472701
4.7015,1.612043239136993
4.7025,1.610896992128674
4.7035,1.609752716518718
4.7045,1.608610409205557
4.7055,1.607470067089678
4.7065,1.6063316870736402
4.7075000000000005,1.6051952660621125
4.7085,1.6040608009618953
4.7095,1.6029282886819396
4.7105,1.6017977261333844
4.7115,1.600669110229568
4.7125,1.5995424378860676
4.7135,1.5984177060207108
4.7145,1.5972949115536057
4.7155000000000005,1.5961740514071672
4.7165,1.595055122506137
4.7175,1.5939381217776072
4.7185,1.592823046151047
4.7195,1.5917098925583193
4.7205,1.5905986579337128
4.7215,1.5894893392139577
4.7225,1.588381933338248
4.7235000000000005,1.5872764372482684
4.7245,1.5861728478882138
4.7255,1.585071162204807
4.7265,1.5839713771473274
4.7275,1.5828734896676266
4.7285,1.5817774967201519
4.7295,1.5806833952619694
4.7305,1.5795911822527764
4.7315000000000005,1.5785008546549315
4.7325,1.5774124094334696
4.7335,1.5763258435561214
4.7345,1.5752411539933362
4.7355,1.5741583377182977
4.7365,1.5730773917069452
4.7375,1.5719983129379955
4.7385,1.5709210983929542
4.7395000000000005,1.5698457450561425
4.7405,1.5687722499147125
4.7415,1.5677006099586621
4.7425,1.5666308221808585
4.7435,1.5655628835770519
4.7445,1.5644967911458965
4.7455,1.5634325418889679
4.7465,1.5623701328107718
4.7475000000000005,1.5613095609187768
4.7485,1.5602508232234173
4.7495,1.5591939167381152
4.7505,1.5581388384793002
4.7515,1.5570855854664183
4.7525,1.5560341547219534
4.7535,1.5549845432714446
4.7545,1.5539367481434951
4.7555000000000005,1.5528907663697933
4.7565,1.5518465949851303
4.7575,1.5508042310274044
4.7585,1.5497636715376495
4.7595,1.54872491356004
4.7605,1.5476879541419102
4.7615,1.5466527903337701
4.7625,1.5456194191893122
4.7635000000000005,1.544587837765435
4.7645,1.5435580431222518
4.7655,1.5425300323231028
4.7665,1.5415038024345762
4.7675,1.5404793505265104
4.7685,1.5394566736720185
4.7695,1.5384357689474961
4.7705,1.537416633432633
4.7715000000000005,1.536399264210427
4.7725,1.5353836583672007
4.7735,1.5343698129926056
4.7745,1.5333577251796453
4.7755,1.532347392024675
4.7765,1.5313388106274262
4.7775,1.5303319780910076
4.7785,1.5293268915219256
4.7795000000000005,1.528323548030089
4.7805,1.5273219447288249
4.7815,1.5263220787348875
4.7825,1.5253239471684719
4.7835,1.5243275471532187
4.7845,1.5233328758162332
4.7855,1.5223399302880927
4.7865,1.5213487077028518
4.7875000000000005,1.5203592051980612
4.7885,1.5193714199147739
4.7895,1.5183853489975527
4.7905,1.5174009895944844
4.7915,1.5164183388571881
4.7925,1.5154373939408239
4.7935,1.5144581520041047
4.7945,1.5134806102093026
4.7955000000000005,1.5125047657222597
4.7965,1.5115306157123982
4.7975,1.510558157352726
4.7985,1.5095873878198522
4.7995,1.508618304293985
4.8005,1.5076509039589512
4.8015,1.5066851840022006
4.8025,1.50572114161481
4.8035,1.504758773991499
4.8045,1.503798078330632
4.8055,1.502839051834228
4.8065,1.5018816917079714
4.8075,1.5009259951612144
4.8085,1.499971959406989
4.8095,1.4990195816620107
4.8105,1.4980688591466902
4.8115,1.4971197890851364
4.8125,1.496172368705166
4.8135,1.4952265952383084
4.8145,1.4942824659198175
4.8155,1.4933399779886698
4.8165000000000004,1.4923991286875795
4.8175,1.4914599152630013
4.8185,1.4905223349651349
4.8195,1.4895863850479354
4.8205,1.4886520627691155
4.8215,1.4877193653901564
4.8225,1.486788290176308
4.8235,1.4858588343965988
4.8245000000000005,1.4849309953238403
4.8255,1.484004770234633
4.8265,1.4830801564093703
4.8275,1.482157151132247
4.8285,1.481235751691261
4.8295,1.4803159553782224
4.8305,1.4793977594887542
4.8315,1.4784811613223017
4.8325000000000005,1.4775661581821329
4.8335,1.4766527473753488
4.8345,1.475740926212882
4.8355,1.4748306920095067
4.8365,1.4739220420838386
4.8375,1.4730149737583416
4.8385,1.472109484359335
4.8395,1.47120557121699
4.8405000000000005,1.4703032316653413
4.8415,1.4694024630422904
4.8425,1.468503262689601
4.8435,1.467605627952916
4.8445,1.4667095561817494
4.8455,1.465815044729498
4.8465,1.464922090953442
4.8475,1.4640306922147448
4.8485000000000005,1.4631408458784643
4.8495,1.4622525493135514
4.8505,1.4613657998928498
4.8515,1.460480594993108
4.8525,1.459596931994973
4.8535,1.4587148082830002
4.8545,1.4578342212456543
4.8555,1.4569551682753088
4.8565000000000005,1.4560776467682521
4.8575,1.455201654124692
4.8585,1.4543271877487505
4.8595,1.453454245048476
4.8605,1.4525828234358373
4.8615,1.4517129203267318
4.8625,1.4508445331409863
4.8635,1.4499776593023541
4.8645000000000005,1.4491122962385252
4.8655,1.4482484413811234
4.8665,1.4473860921657071
4.8675,1.4465252460317755
4.8685,1.445665900422766
4.8695,1.4448080527860596
4.8705,1.4439517005729794
4.8715,1.443096841238793
4.8725000000000005,1.4422434722427158
4.8735,1.441391591047911
4.8745,1.4405411951214877
4.8755,1.4396922819345095
4.8765,1.438844848961989
4.8775,1.4379988936828914
4.8785,1.4371544135801364
4.8795,1.4363114061405973
4.8805000000000005,1.4354698688551033
4.8815,1.43462979921844
4.8825,1.4337911947293487
4.8835,1.4329540528905305
4.8845,1.432118371208642
4.8855,1.4312841471943005
4.8865,1.430451378362084
4.8875,1.4296200622305266
4.8885000000000005,1.4287901963221243
4.8895,1.427961778163335
4.8905,1.4271348052845751
4.8915,1.4263092752202229
4.8925,1.4254851855086164
4.8935,1.4246625336920569
4.8945,1.4238413173168052
4.8955,1.4230215339330816
4.8965000000000005,1.4222031810950708
4.8975,1.4213862563609156
4.8985,1.4205707572927193
4.8995,1.419756681456546
4.9005,1.4189440264224196
4.9015,1.4181327897643217
4.9025,1.4173229690601972
4.9035,1.4165145618919432
4.9045000000000005,1.4157075658454183
4.9055,1.4149019785104386
4.9065,1.4140977974807747
4.9075,1.4132950203541548
4.9085,1.4124936447322598
4.9095,1.4116936682207266
4.9105,1.4108950884291458
4.9115,1.4100979029710574
4.9125000000000005,1.4093021094639546
4.9135,1.4085077055292823
4.9145,1.4077146887924306
4.9155,1.4069230568827404
4.9165,1.406132807433499
4.9175,1.4053439380819381
4.9185,1.404556446469236
4.9195,1.4037703302405098
4.9205000000000005,1.4029855870448218
4.9215,1.4022022145351736
4.9225,1.401420210368503
4.9235,1.400639572205689
4.9245,1.3998602977115413
4.9255,1.3990823845548062
4.9265,1.3983058304081628
4.9275,1.3975306329482182
4.9285,1.396756789855511
4.9295,1.3959842988145035
4.9305,1.3952131575135853
4.9315,1.3944433636450695
4.9325,1.3936749149051881
4.9335,1.3929078089940938
4.9345,1.3921420436158591
4.9355,1.3913776164784653
4.9365,1.390614525293814
4.9375,1.3898527677777115
4.9385,1.3890923416498775
4.9395,1.3883332446339365
4.9405,1.3875754744574171
4.9415000000000004,1.3868190288517495
4.9425,1.3860639055522668
4.9435,1.3853101022981942
4.9445,1.3845576168326563
4.9455,1.3838064469026674
4.9465,1.383056590259134
4.9475,1.382308044656849
4.9485,1.3815608078544899
4.9495000000000005,1.3808148776146167
4.9505,1.3800702517036707
4.9515,1.3793269278919675
4.9525,1.3785849039537
4.9535,1.37784417766693
4.9545,1.3771047468135902
4.9555,1.376366609179479
4.9565,1.3756297625542573
4.9575000000000005,1.374894204731447
4.9585,1.3741599335084278
4.9595,1.373426946686433
4.9605,1.3726952420705492
4.9615,1.371964817469709
4.9625,1.3712356706966928
4.9635,1.3705077995681243
4.9645,1.3697812019044626
4.9655000000000005,1.369055875530008
4.9665,1.3683318182728916
4.9675,1.3676090279650739
4.9685,1.3668875024423437
4.9695,1.3661672395443123
4.9705,1.3654482371144117
4.9715,1.364730492999892
4.9725,1.364014005051816
4.9735000000000005,1.3632987711250548
4.9745,1.3625847890782918
4.9755,1.3618720567740086
4.9765,1.36116057207849
4.9775,1.3604503328618167
4.9785,1.3597413369978613
4.9795,1.3590335823642896
4.9805,1.3583270668425496
4.9815000000000005,1.3576217883178743
4.9825,1.356917744679276
